16:29:23.389 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
16:29:53.158 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_TextElement.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.158 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_TextElement_Legacy.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.158 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_TextInfo.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.158 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_TextParsingUtilities.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.158 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_TextProcessingStack.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.158 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_TextUtilities.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.158 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_UpdateManager.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.158 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\TMP_UpdateRegistery.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.158 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\Unity.TextMeshPro.asmdef.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.158 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.158 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.159 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Tests\Editor\TMP_EditorTests.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.159 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Tests\Editor\Unity.TextMeshPro.Editor.Tests.asmdef.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.159 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Tests\Editor.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.159 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Tests\Runtime\TMP_RuntimeTests.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.159 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Tests\Runtime\Unity.TextMeshPro.Tests.asmdef.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.159 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Tests\Runtime.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.159 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Tests.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.159 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\ValidationExceptions.json.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.159 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Editor\Unity.TextMeshPro.Editor.asmdef of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.159 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Scripts\Runtime\Unity.TextMeshPro.asmdef of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.159 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Tests\Editor\Unity.TextMeshPro.Editor.Tests.asmdef of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.159 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.textmeshpro@3.0.6\Tests\Runtime\Unity.TextMeshPro.Tests.asmdef of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.168 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "FlushChanges::OnProviderChanged"  time=15ms
16:29:53.168 |V| UnityExternalFilesModuleProcessor| :1                 | Flushing 540 PSI source file changes
16:29:53.177 |V| SettingsLogging               | JetPool(S) #3:17   | SettingsChangeDispatch: now dispatching 0 unique requests.
16:29:53.177 |V| SettingsLogging               | JetPool(S) #3:17   | SettingsChangeDispatch: done dispatching 0 unique requests in 0 ms.
16:29:53.189 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "FlushChanges::OnProviderChanged" 
16:29:53.192 |V| PsiCaches                     | :1                 | <PsiCaches.FileChanges> 540
16:29:53.192 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\CHANGELOG.md.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.192 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\DocCodeExamples\ActionExamples.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.192 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\DocCodeExamples\DocCodeExamples.asmdef.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.192 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\DocCodeExamples\TimelineAttributesExamples.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.192 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\DocCodeExamples\TimelineEditorExamples.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.192 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\DocCodeExamples\TrackAssetExamples.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.192 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\DocCodeExamples.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.192 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Actions\ActionContext.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Actions\ActionManager.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Actions\ClipAction.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Actions\ClipsActions.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Actions\IAction.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Actions\IMenuChecked.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Actions\IMenuName.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Actions\Invoker.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Actions\MarkerAction.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Actions\MarkerActions.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Actions\Menus\MenuItemActionBase.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Actions\Menus\TimelineContextMenu.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Actions\Menus.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Actions\TimelineAction.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Actions\TimelineActions.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Actions\TrackAction.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Actions\TrackActions.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Actions.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Activation\ActivationTrackEditor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Activation\ActivationTrackInspector.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Activation.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Analytics\TimelineAnalytics.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Analytics.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Animation\AnimationClipActions.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Animation\AnimationClipCurveCache.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Animation\AnimationClipExtensions.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Animation\AnimationOffsetMenu.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Animation\AnimationPlayableAssetEditor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Animation\AnimationTrackActions.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Animation\BindingSelector.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Animation\BindingTreeViewDataSource.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Animation\BindingTreeViewDataSourceGUI.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Animation\ClipCurveEditor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Animation\CurveDataSource.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Animation\CurvesProxy.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Animation\CurveTreeViewNode.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Animation\TimelineAnimationUtilities.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.193 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Animation.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.195 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Attributes\ActiveInModeAttribute.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.195 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Attributes\MenuEntryAttribute.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.195 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Attributes\ShortcutAttribute.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.195 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Attributes\TimelineShortcutAttribute.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.195 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Attributes.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.195 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Audio\AudioClipPropertiesDrawer.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.195 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Audio\AudioPlayableAssetEditor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.195 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Audio\AudioPlayableAssetInspector.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.195 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Audio\AudioTrackInspector.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.195 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Audio.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.195 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\ControlTrack\ControlPlayableAssetEditor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.195 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\ControlTrack.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.195 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\CurveEditUtility.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.195 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\CustomEditors\ClipEditor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.195 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\CustomEditors\CustomTimelineEditorCache.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\CustomEditors\MarkerEditor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\CustomEditors\MarkerTrackEditor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\CustomEditors\TrackEditor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\CustomEditors.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\DirectorNamedColor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\DirectorStyles.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Extensions\AnimatedParameterExtensions.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Extensions\AnimationTrackExtensions.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Extensions\TrackExtensions.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\Extensions.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\inspectors\AnimationPlayableAssetInspector.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\inspectors\AnimationTrackInspector.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\inspectors\BasicAssetInspector.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\inspectors\BuiltInCurvePresets.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\inspectors\ClipInspector\ClipInspector.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\inspectors\ClipInspector\ClipInspectorCurveEditor.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\inspectors\ClipInspector\ClipInspectorSelectionInfo.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\inspectors\ClipInspector.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\inspectors\CurvesOwner\CurvesOwnerInspectorHelper.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\inspectors\CurvesOwner\ICurvesOwnerInspectorWrapper.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\inspectors\CurvesOwner.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\inspectors\DirectorNamedColorInspector.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\inspectors\EditorClip.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\inspectors\EditorClipFactory.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\inspectors\GroupTrackInspector.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\inspectors\MarkerInspector.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
16:29:53.196 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.timeline@1.4.8\Editor\inspectors\TimeFieldDrawer.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
